Nom,Entitat,Nom Lliga,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions
"Col·legi Sagrat Cor Sarrià ""A""",Col·legi Sagrat Cor Sarrià,FUTBOL 7 INFANTIL MIXT 1ª FASE CEEB,Nivell B,Casa,FUTBOL 7,INFANTIL,MIXT,Dissabte,11:00 h,
"CF Forza Barcelona de Sarrià ""A""",CF Forza Barcelona de Sarrià,FUTBOL 7 INFANTIL MIXT 1ª FASE CEEB,Nivell A,Casa,FUTBOL 7,INFANTIL,MIXT,Dissabte,09:00 h,
Penya Barcelonista Collblanc Sants,Penya Barcelonista Collblanc Sants,FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell A,1,FUTBOL 7,MENUTS,MIXT,Dissabte,11:45 h,
"Fundació Brafa ""A""",Fundació Brafa,FUTBOL 7 MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell C,Indiferent,FUTBOL 7,MENUTS,MIXT,Dissabte,09:00 h,
"Club Daumar ""B""",Club Daumar,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell B,6,FUTBOL 7,PREALEVÍ,MIXT,Divendres,18:30 h,
Golden Panthers,Golden Panthers,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,Fora,FUTBOL 7,PREALEVÍ,MIXT,Divendres,19:00 h,
"Fundació Brafa ""A""",Fundació Brafa,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 7,PREALEVÍ,MIXT,Dissabte,10:15 h,LA PRIMERA JORNADA HA DE JUGAR FORA PERQUÈ ALTERNA CAMP DE COMPETICIÓ AMB UN ALTRE EQUIP
"Col·legi Viaró ""A""",Col·legi Viaró,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,FUTBOL 7,PREALEVÍ,MIXT,Dissabte,11:30 h,
"Col·legi Viaró ""B""",Col·legi Viaró,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,FUTBOL 7,PREALEVÍ,MIXT,Dissabte,11:30 h,
"Escola de Futbol Vallvidrera ""A""",Escola de Futbol Vallvidrera,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 7,PREALEVÍ,MIXT,Divendres,19:00 h,
"CE La Farga XXI ""A""",CE La Farga XXI,FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 7,PREALEVÍ,MIXT,Divendres,18:00 h,
"Escolapis Sarrià ""Blau""",Escolapis Sarrià,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escolapis Sarrià ""Verd""",Escolapis Sarrià,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola de Futbol Vallvidrera ""A""",Escola de Futbol Vallvidrera,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola de Futbol Vallvidrera ""B""",Escola de Futbol Vallvidrera,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,4,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
Col·legi Sagrat Cor Sarrià A,Col·legi Sagrat Cor Sarrià,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
Col·legi Sagrat Cor Sarrià b,Col·legi Sagrat Cor Sarrià,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"CE La Farga XXI ""A""",CE La Farga XXI,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"AFA Escola Taber (AE Can Caralleu) ""Vermell""",AFA Escola Taber (AE Can Caralleu),FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"JesuÏtes Sarria-Sant Ignasi ""A""",JesuÏtes Sarria-Sant Ignasi,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"JesuÏtes Sarria-Sant Ignasi ""B""",JesuÏtes Sarria-Sant Ignasi,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,Respecteu pautes
"JesuÏtes Sarria-Sant Ignasi ""C""",JesuÏtes Sarria-Sant Ignasi,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"JesuÏtes Sarria-Sant Ignasi ""D""",JesuÏtes Sarria-Sant Ignasi,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,5,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,Respecteu pautes
Secció Esportiva La Salle Bonanova,Secció Esportiva La Salle Bonanova,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:15 h,
Secció Esportiva La Salle Bonanova VERMELL,Secció Esportiva La Salle Bonanova,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:15 h,
"Fundació Brafa ""A""",Fundació Brafa,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Fora,FUTBOL 7,PREBENJAMÍ,MIXT,Dissabte,09:00 h,LA PRIMERA JORNADA HA DE JUGAR FORA PERQUÈ ALTERNA CAMP DE COMPETICIÓ AMB UN ALTRE EQUIP
"Col·legi Viaró ""A""",Col·legi Viaró,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell D,1,FUTBOL 7,PREBENJAMÍ,MIXT,Dissabte,11:30 h,
"Col·legi Viaró ""B""",Col·legi Viaró,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell E,2,FUTBOL 7,PREBENJAMÍ,MIXT,Dissabte,11:30 h,
"Escola Voramar ""A""",Escola Voramar,HANDBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,1,HANDBOL,ALEVÍ,MIXT,Dissabte,09:00 h,
"Club Handbol Claret-Gràcia ""A""",Club Handbol Claret-Gràcia,HANDBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,Casa,HANDBOL,ALEVÍ,MIXT,Dissabte,11:00 h,1
Handbol Poblenou,Escola L'Arenal de Llevant,HANDBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,ALEVÍ,MIXT,Dissabte,10:00 h,"Equip Infantil Femení, que jugarà en categoria aleví"
"Escola L'Arenal de Llevant ""A""",Escola L'Arenal de Llevant,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,BENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Virolai ""A""",Escola Virolai,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,7,HANDBOL,BENJAMÍ,MIXT,Divendres,18:00 h,
"Associacio Sant Marti Esport ""A""",Associacio Sant Marti Esport,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Casa,HANDBOL,BENJAMÍ,MIXT,Dissabte,11:00 h,
"Associacio Sant Marti Esport ""B""",Associacio Sant Marti Esport,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell E,Fora,HANDBOL,BENJAMÍ,MIXT,Dissabte,11:00 h,
"AE Lycée Français ""A""",AE Lycée Français,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell E,2,HANDBOL,BENJAMÍ,MIXT,Dissabte,12:30 h,FORA DE COMPETICIÓ
"Col·legi Sagrado Corazón (Corazonistas) ""A""",Col·legi Sagrado Corazón (Corazonistas),HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,,HANDBOL,BENJAMÍ,MIXT,Divendres,18:15 h,
"Escola La Flor de Maig ""Negre""",Escola L'Arenal de Llevant,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,BENJAMÍ,MIXT,Divendres,18:00 h,
"Escola La Flor de Maig ""Blanc""",Escola L'Arenal de Llevant,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,BENJAMÍ,MIXT,Divendres,19:00 h,
"Escola Voramar ""A""",Escola Voramar,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,HANDBOL,BENJAMÍ,MIXT,Dissabte,10:00 h,
"Escola Voramar ""B""",Escola Voramar,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,5,HANDBOL,BENJAMÍ,MIXT,Dissabte,10:00 h,
"Club Handbol Claret-Gràcia ""A""",Club Handbol Claret-Gràcia,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Casa,HANDBOL,BENJAMÍ,MIXT,Dissabte,10:00 h,
"Col·legi SAFA Horta ""A""",Col·legi SAFA Horta,HANDBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Casa,HANDBOL,BENJAMÍ,MIXT,Dissabte,10:30 h,
"Escola L'Arenal de Llevant ""A""",Escola L'Arenal de Llevant,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,PREALEVÍ,MIXT,Divendres,19:00 h,
"Escola Virolai ""A""",Escola Virolai,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,7,HANDBOL,PREALEVÍ,MIXT,Divendres,19:00 h,
"Col·legi Sagrado Corazón (Corazonistas) ""A""",Col·legi Sagrado Corazón (Corazonistas),HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,,HANDBOL,PREALEVÍ,MIXT,Divendres,18:15 h,
Escola La Flor de Maig,Escola L'Arenal de Llevant,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,Nivell A,1,HANDBOL,PREALEVÍ,MIXT,Divendres,20:00 h,
"Escola Voramar ""A""",Escola Voramar,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,HANDBOL,PREALEVÍ,MIXT,Dissabte,09:00 h,
"Escola Voramar ""A""",Escola Voramar,HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell C,1,HANDBOL,PREBENJAMÍ,MIXT,Dissabte,11:00 h,
"Secció Esportiva La Salle Bonanova ""A""",Secció Esportiva La Salle Bonanova,HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,Casa,HANDBOL,PREBENJAMÍ,MIXT,Dissabte,09:30 h,
"Escola Virolai ""A""",Escola Virolai,HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,7,HANDBOL,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola L'Arenal de Llevant ""Negre""",Escola L'Arenal de Llevant,HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,2,HANDBOL,PREBENJAMÍ,MIXT,Divendres,18:00 h,
"Escola L'Arenal de Llevant ""Blanc""",Escola L'Arenal de Llevant,HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,Nivell A,2,HANDBOL,PREBENJAMÍ,MIXT,Divendres,19:00 h,
"FC Martinenc ""A""",FC Martinenc,HOQUEI PATINS BENJAMI MIXT 1ª FASE CEEB,Nivell A,Fora,HOQUEI PATINS,BENJAMÍ,MIXT,Dissabte,09:00 h,
"Club Hoquei Claret ""A""",Club Hoquei Claret,HOQUEI PATINS MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell E,Indiferent,HOQUEI PATINS,MENUTS,MIXT,Dissabte,12:45 h,
"FC Martinenc ""A""",FC Martinenc,HOQUEI PATINS MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell A,Casa,HOQUEI PATINS,MENUTS,MIXT,Dissabte,09:00 h,
"Unio Esportiva d´Horta ""Blau""",Unio Esportiva d´Horta,HOQUEI PATINS MENUTS|MENUDES MIXT 1ª FASE CEEB,Nivell A,Casa,HOQUEI PATINS,MENUTS,MIXT,Dissabte,15:00 h,
"Club Patí Congres - Hoquei ""B""",Club Patí Congres - Hoquei,HOQUEI PATINS PREBENJAMI MIXT 1ª FASE CEEB,Nivell E,1,HOQUEI PATINS,PREBENJAMÍ,MIXT,Dissabte,09:00 h,
"Club Patí Congres - Hoquei ""A""",Club Patí Congres - Hoquei,HOQUEI PATINS PREBENJAMI MIXT 1ª FASE CEEB,Nivell A,1,HOQUEI PATINS,PREBENJAMÍ,MIXT,Dissabte,10:00 h,
"CEBLL (Hoquei Club Sant Just) ""Groc""",CEBLL (Hoquei Club Sant Just),HOQUEI PATINS PREBENJAMI MIXT 1ª FASE CEEB,Nivell B,Indiferent,HOQUEI PATINS,PREBENJAMÍ,MIXT,Dissabte,10:00 h,
"CEB (Club Patí Manresa) ""A""",CEB (Club Patí Manresa),HOQUEI PATINS PREINFANTIL MIXT 1ª FASE CEEB,Nivell A,Indiferent,HOQUEI PATINS,PREINFANTIL,MIXT,Dissabte,15:15 h,
"Club Hoquei Claret ""A""",Club Hoquei Claret,HOQUEI PATINS PREINFANTIL MIXT 1ª FASE CEEB,Nivell E,Indiferent,HOQUEI PATINS,PREINFANTIL,MIXT,Dissabte,12:45 h,
"AFA La Llacuna del Poblenou ""Blau""",AFA La Llacuna del Poblenou,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell B,Indiferent,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,
"JesuÏtes Sarria-Sant Ignasi ""Negre""",JesuÏtes Sarria-Sant Ignasi,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell B,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"JesuÏtes Sarria-Sant Ignasi ""Vermell""",JesuÏtes Sarria-Sant Ignasi,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell B,5,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Club Joventut Les Corts ""Groc""",Club Joventut Les Corts,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,Casa,VOLEIBOL,ALEVÍ,MIXT,Dissabte,09:00 h,
"Club Joventut Les Corts ""Negre""",Club Joventut Les Corts,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,Fora,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:30 h,
"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",Escola Costa i Llobera (AE Can Caralleu),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell B,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,
"Escola Costa i Llobera (AE Can Caralleu) ""Negre""",Escola Costa i Llobera (AE Can Caralleu),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,11:15 h,
"Lycée Français de Gavà (Bon Soleil) ""A""",Lycée Français de Gavà (Bon Soleil),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,
"Escola Fructuós Gelabert (AE L'Eixample) ""A""",Escola Fructuós Gelabert (AE L'Eixample),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:00 h,
"Club Voleibol Sant Andreu (7 d'Aventura) ""Verd""",Club Voleibol Sant Andreu (7 d'Aventura),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,
Sant Peter´s School,Sant Peter´s School,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Fundació AMPA Lestonnac ""A""",Fundació AMPA Lestonnac,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,8,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Fundació Escola Teresianes Ganduxer ""B""",Fundació Escola Teresianes Ganduxer,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,7,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:15 h,
Col·legi Abat Oliba Loreto B,Col·legi Abat Oliba Loreto,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,Casa,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Secció Esportiva La Salle Bonanova ""A""",Secció Esportiva La Salle Bonanova,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,
"Escola Proa ""Blau""",Escola Proa,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell D,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Escola Proa ""Groc""",Escola Proa,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
Col·legi Santa Dorotea,Col·legi Santa Dorotea,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,Fora,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
Escola Augusta,Escola Augusta,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell D,Fora,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:30 h,
"Escola Virolai ""A""",Escola Virolai,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,7,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,
"Club Esportiu Jesús Maria ""A""",Club Esportiu Jesús Maria,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Club Esportiu Jesús Maria ""B""",Club Esportiu Jesús Maria,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell D,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Col·legi SAFA Horta ""H""",Col·legi SAFA Horta,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,
The Benjamin Franklin International School,The Benjamin Franklin International School,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,3,VOLEIBOL,ALEVÍ,MIXT,Dijous,19:00 h,
"The Benjamin Franklin International School ""B""",The Benjamin Franklin International School,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,3,VOLEIBOL,ALEVÍ,MIXT,Dijous,18:00 h,
"CELH (A. Rumbau) ""Verd""",CELH (A. Rumbau),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,,VOLEIBOL,ALEVÍ,MIXT,Dissabte,11:00 h,
CELH (A. Rumbau),CELH (A. Rumbau),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,
"AE Lycée Français ""A""",AE Lycée Français,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,2,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:45 h,
Volei els Arcs,Volei els Arcs,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell A,6,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,
Volei els Arcs B,Volei els Arcs,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,2,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,
"AEE Institut Jaume Balmes ""A""",AEE Institut Jaume Balmes,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,8,VOLEIBOL,ALEVÍ,MIXT,Dissabte,09:00 h,
"AEE Institut Jaume Balmes ""B""",AEE Institut Jaume Balmes,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,8,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:15 h,
"Centre d'Estudis Montseny (FPC CET 10) ""A""",Centre d'Estudis Montseny (FPC CET 10),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,5,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,Son tot noies
Escola La Sedeta (Valors IPP) A,Escola La Sedeta (Valors IPP),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell B,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,
Escola La Sedeta (Valors IPP) B,Escola La Sedeta (Valors IPP),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,
"Associacio Sant Marti Esport ""A""",Associacio Sant Marti Esport,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell E,Casa,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:30 h,Equip sencer de noies
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Nivell C,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:30 h,
"Col·legi Sagrat Cor Sarrià ""A""",Col·legi Sagrat Cor Sarrià,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell A,4,VOLEIBOL,BENJAMÍ,MIXT,Divendres,18:00 h,
Volei els Arcs,Volei els Arcs,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell B,2,VOLEIBOL,BENJAMÍ,MIXT,Divendres,19:30 h,
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,3,VOLEIBOL,BENJAMÍ,MIXT,Divendres,18:15 h,
"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",Escola Costa i Llobera (AE Can Caralleu),VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,
"Aula Escola Europea ""A""",Aula Escola Europea,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,5,VOLEIBOL,BENJAMÍ,MIXT,Divendres,18:00 h,
"Escola Dolors Monserdà Santapau ""A""",Escola Dolors Monserdà Santapau,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell C,Fora,VOLEIBOL,BENJAMÍ,MIXT,Divendres,19:15 h,
"Secció Esportiva La Salle Bonanova ""A""",Secció Esportiva La Salle Bonanova,VOLEIBOL BENJAMÍ MIXT 1ª FASE CEEB,Nivell B,3,VOLEIBOL,BENJAMÍ,MIXT,Divendres,18:15 h,
"Fundació Escola Teresianes Ganduxer ""A""",Fundació Escola Teresianes Ganduxer,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell A,7,VOLEIBOL,CADET,FEMENI,Divendres,19:30 h,
EE Pegaso Viana-CV Sant Andreu,7 d'Aventura,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,1,VOLEIBOL,CADET,FEMENI,Dissabte,12:00 h,
"Escola Garbí ""A""",Escola Garbí,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell C,Fora,VOLEIBOL,CADET,FEMENI,Divendres,18:00 h,
"Escola Súnion ""A""",Escola Súnion,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,2,VOLEIBOL,CADET,FEMENI,Dissabte,10:45 h,
"AEE Institut Menéndez i Pelayo ""A""",AEE Institut Menendez i Pelayo,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell B,8,VOLEIBOL,CADET,FEMENI,Divendres,18:30 h,
"Secció Esportiva La Salle Bonanova ""Negre""",Secció Esportiva La Salle Bonanova,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell B,7,VOLEIBOL,CADET,FEMENI,Divendres,19:00 h,
"AEE Institut Jaume Balmes ""A""",AEE Institut Jaume Balmes,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell C,4,VOLEIBOL,CADET,FEMENI,Divendres,18:30 h,
"AEE Institut Jaume Balmes ""B""",AEE Institut Jaume Balmes,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell D,4,VOLEIBOL,CADET,FEMENI,Divendres,20:00 h,
"AEE Institut Jaume Balmes ""C""",AEE Institut Jaume Balmes,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell C,8,VOLEIBOL,CADET,FEMENI,Divendres,18:30 h,
Scala Dei-CV Sant Andreu,7 d'Aventura,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,4,VOLEIBOL,CADET,FEMENI,Divendres,18:00 h,
"Escola Virolai ""A""",Escola Virolai,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,3,VOLEIBOL,CADET,FEMENI,Dissabte,10:00 h,
"Escola Virolai ""B""",Escola Virolai,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,7,VOLEIBOL,CADET,FEMENI,Dissabte,10:00 h,
"Col·legi Sagrat Cor Sarrià ""Verd""",Col·legi Sagrat Cor Sarrià,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell A,4,VOLEIBOL,CADET,FEMENI,Divendres,19:30 h,
"Col·legi Sagrat Cor Sarrià ""Blau""",Col·legi Sagrat Cor Sarrià,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell A,4,VOLEIBOL,CADET,FEMENI,Divendres,19:30 h,
"Escolapis Sarrià ""A""",Escolapis Sarrià,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell D,Casa,VOLEIBOL,CADET,FEMENI,Divendres,18:00 h,
"The Benjamin Franklin International School ""C""",The Benjamin Franklin International School,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,3,VOLEIBOL,CADET,FEMENI,Divendres,19:30 h,
"The Benjamin Franklin International School ""B""",The Benjamin Franklin International School,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,3,VOLEIBOL,CADET,FEMENI,Divendres,18:00 h,
"The Benjamin Franklin International School ""A""",The Benjamin Franklin International School,VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell E,7,VOLEIBOL,CADET,FEMENI,Dijous,19:00 h,
"CELH (A. Rumbau) ""Vermell""",CELH (A. Rumbau),VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell C,,VOLEIBOL,CADET,FEMENI,Dissabte,16:00 h,
"CELH (A. Rumbau) ""Verd""",CELH (A. Rumbau),VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell C,,VOLEIBOL,CADET,FEMENI,Dissabte,16:00 h,
Centre d'Estudis Montseny (FPC CET 10),Centre d'Estudis Montseny (FPC CET 10),VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Nivell B,5,VOLEIBOL,CADET,FEMENI,Divendres,19:15 h,
